plantNameLatin;plantNameAuthor;plantType;plantTaxonName;plantNameGerman
Trifolium badium;Schreb.;plant;Trifolium badium Schreb.;Alpen-Braun-Klee
Trifolium campestre;Schreb.;plant;Trifolium campestre Schreb.;Feld-Klee
Trifolium campestre;Schreb.;plant;Trifolium campestre Schreb.;Feldklee
Trifolium dubium;Sibth.;plant;Trifolium dubium Sibth.;Kleiner Klee
Trifolium dubium;Sibth.;plant;Trifolium dubium Sibth.;Faden-Klee
Trifolium dubium;Sibth.;plant;Trifolium dubium Sibth.;Fadenklee
Trifolium fragiferum;L.;plant;Trifolium fragiferum L.;Erdbeer-Klee
Trifolium fragiferum;L.;plant;Trifolium fragiferum L.;Erdbeerklee
Trifolium hybridum;L.;plant;Trifolium hybridum L.;Schweden-Klee
Trifolium hybridum;L.;plant;Trifolium hybridum L.;Schwedenklee
Trifolium medium;L.;plant;Trifolium medium L.;Mittlerer Klee
Trifolium micranthum;Viv.;plant;Trifolium micranthum Viv.;Kleinster Klee
Trifolium montanum;L.;plant;Trifolium montanum L.;Berg-Klee
Trifolium montanum;L.;plant;Trifolium montanum L.;Bergklee
Trifolium ochroleucon;Huds.;plant;Trifolium ochroleucon Huds.;Blassgelber Klee
Trifolium ornithopodioides;L.;plant;Trifolium ornithopodioides L.;Vogelfuß-Klee
Trifolium pratense;L.;plant;Trifolium pratense L.;Wiesen-Klee
Trifolium pratense;L.;plant;Trifolium pratense L.;Wiesenklee
Trifolium pratense;L.;plant;Trifolium pratense L.;Rot-Klee
Trifolium pratense;L.;plant;Trifolium pratense L.;Rotklee
Trifolium pratense subsp. maritimum;(Zabel) Rothm.;plant;Trifolium pratense subsp. maritimum (Zabel) Rothm.;Küsten-Wiesen-Klee
Trifolium pratense subsp. nivale;(Koch) Arcang.;plant;Trifolium pratense subsp. nivale (Koch) Arcang.;Alpen-Rot-Klee
Trifolium pratense subsp. pratense;L.;plant;Trifolium pratense subsp. pratense L.;Gewöhnlicher Wiesen-Klee
Trifolium repens;L.;plant;Trifolium repens L.;Weiß-Klee
Trifolium repens;L.;plant;Trifolium repens L.;Weißklee
Trifolium retusum;L.;plant;Trifolium retusum L.;Kleinblütiger Klee
Trifolium rubens;L.;plant;Trifolium rubens L.;Purpur-Klee
Trifolium rubens;L.;plant;Trifolium rubens L.;Purpurklee
Trifolium scabrum;L.;plant;Trifolium scabrum L.;Rauer Klee
Trifolium scabrum;L.;plant;Trifolium scabrum L.;Rauher Klee
Trifolium spadiceum;L.;plant;Trifolium spadiceum L.;Brauner Klee
Trifolium striatum;L.;plant;Trifolium striatum L.;Gestreifter Klee
Trifolium thalii;Vill.;plant;Trifolium thalii Vill.;Rasiger Klee
Trifolium;;plant;Trifolium sp.;Klee
Triglochin maritimum;L.;plant;Triglochin maritimum L.;Strand-Dreizack
Triglochin palustre;L.;plant;Triglochin palustre L.;Sumpf-Dreizack
Triglochin;;plant;Triglochin sp.;Dreizack
Trinia glauca;(L.) Dumort.;plant;Trinia glauca (L.) Dumort.;Blaugrüner Faserschirm
Trinia glauca;(L.) Dumort.;plant;Trinia glauca (L.) Dumort.;Faserschirm
Tripleurospermum maritimum;(L.) W. D. J. Koch;plant;Tripleurospermum maritimum (L.) W. D. J. Koch;Küsten-Kamille
Tripleurospermum maritimum;(L.) W. D. J. Koch;plant;Tripleurospermum maritimum (L.) W. D. J. Koch;StrandKamille
Tripleurospermum perforatum;(Mérat) Lainz;plant;Tripleurospermum perforatum (Mérat) Lainz;Geruchlose Kamille
Trisetum distichophyllum;(Vill.) P. Beauv.;plant;Trisetum distichophyllum (Vill.) P. Beauv.;Zweizeiliger Goldhafer
Trisetum flavescens;(L.) P. Beauv.;plant;Trisetum flavescens (L.) P. Beauv.;Wiesen-Goldhafer
Trisetum flavescens;(L.) P. Beauv.;plant;Trisetum flavescens (L.) P. Beauv.;Goldhafer
Trisetum flavescens subsp. flavescens;(L.) P. Beauv.;plant;Trisetum flavescens subsp. flavescens (L.) P. Beauv.;Gewöhnlicher Wiesen-Goldhafer
Trisetum flavescens subsp. purpurascens;(DC.) Arcang.;plant;Trisetum flavescens subsp. purpurascens (DC.) Arcang.;Purpurner Wiesen-Goldhafer
Trisetum spicatum;(L.) K. Richt.;plant;Trisetum spicatum (L.) K. Richt.;Ähren-Goldhafer
Trisetum spicatum subsp. ovatipaniculatum;Hultén ex Jonsell;plant;Trisetum spicatum subsp. ovatipaniculatum Hultén ex Jonsell;Ähren-Goldhafer
Trollius europaeus;L.;plant;Trollius europaeus L.;Trollblume
Tuberaria guttata;(L.) Fourr.;plant;Tuberaria guttata (L.) Fourr.;Geflecktes Sandröschen
Tulipa sylvestris;L.;plant;Tulipa sylvestris L.;Wilde Tulpe
Tulipa;;plant;Tulipa sp.;Tulpe
Turgenia latifolia;(L.) Hoffm.;plant;Turgenia latifolia (L.) Hoffm.;Breitblättrige Haftdolde
Turgenia latifolia;(L.) Hoffm.;plant;Turgenia latifolia (L.) Hoffm.;Haftdolde
Tussilago farfara;L.;plant;Tussilago farfara L.;Huflattich
Typha angustifolia;L.;plant;Typha angustifolia L.;Schmalblättriger Rohrkolben
Typha latifolia;L.;plant;Typha latifolia L.;Breitblättriger Rohrkolben
Typha minima;Funck;plant;Typha minima Funck;Zwerg-Rohrkolben
Typha shuttleworthii;W. D. J. Koch & Sond.;plant;Typha shuttleworthii W. D. J. Koch & Sond.;Shuttleworths Rohrkolben
Typha;;plant;Typha sp.;Rohrkolben
Ulex europaeus;L.;plant;Ulex europaeus L.;Stechginster
Ulmus glabra;Huds.;plant;Ulmus glabra Huds.;Berg-Ulme
Ulmus glabra;Huds.;plant;Ulmus glabra Huds.;Bergulme
Ulmus laevis;Pall.;plant;Ulmus laevis Pall.;Flatter-Ulme
Ulmus laevis;Pall.;plant;Ulmus laevis Pall.;Flatterulme
Ulmus minor;Mill.;plant;Ulmus minor Mill.;Feld-Ulme
Ulmus minor;Mill.;plant;Ulmus minor Mill.;Feldulme
Ulmus;;plant;Ulmus sp.;Ulme
Urtica dioica;L. s. l.;plant;Urtica dioica L.;Große Brennnessel
Urtica kioviensis;Rogow.;plant;Urtica kioviensis Rogow.;Röhricht-Brennnessel
Urtica urens;L.;plant;Urtica urens L.;Kleine Brennnessel
Urtica dioica;L. s. l.;plant;Urtica dioica L.;Brennnessel
Utricularia australis;R. Br.;plant;Utricularia australis R. Br.;Verkannter Wasserschlauch
Utricularia bremii;Heer ex Kölliker;plant;Utricularia bremii Heer ex Kölliker;Bremis Wasserschlauch
Utricularia intermedia;Hayne;plant;Utricularia intermedia Hayne;Mittlerer Wasserschlauch
Utricularia minor;L. s. str.;plant;Utricularia minor L. s. str.;Kleiner Wasserschlauch
Utricularia ochroleuca;R. W. Hartm.;plant;Utricularia ochroleuca R. W. Hartm.;Blassgelber Wasserschlauch
Utricularia stygia;G. Thor;plant;Utricularia stygia G. Thor;Dunkelgelber Wasserschlauch
Utricularia vulgaris;L.;plant;Utricularia vulgaris L.;Gewöhnlicher Wasserschlauch
Utricularia;;plant;Utricularia sp.;Wasserschlauch
Vaccaria hispanica;(Mill.) Rauschert s. l.;plant;Vaccaria hispanica (Mill.) Rauschert s. l.;Kuhkraut
Vaccinium macrocarpon;Aiton;plant;Vaccinium macrocarpon Aiton;Großfrüchtige Moosbeere
Vaccinium myrtillus;L.;plant;Vaccinium myrtillus L.;Heidelbeere
Vaccinium oxycoccos;L. (s. l.);plant;Vaccinium oxycoccos L. (s. l.);Moosbeere
Vaccinium uliginosum;L. s. l.;plant;Vaccinium uliginosum L. s. l.;Rauschbeere
Vaccinium vitis-idaea;L.;plant;Vaccinium vitis-idaea L.;Preiselbeere
Valeriana dioica;L.;plant;Valeriana dioica L.;Kleiner Baldrian
Valeriana montana;L.;plant;Valeriana montana L.;Berg-Baldrian
Valeriana officinalis agg.;;plant;Valeriana officinalis agg. ;Arznei-Baldrian
Valeriana officinalis agg.;;plant;Valeriana officinalis agg. ;Arzneibaldrian
Valeriana pratensis;Dierb.;plant;Valeriana pratensis Dierb.;Wiesen-Arzneibaldrian
Valeriana procurrens;Wallr.;plant;Valeriana procurrens Wallr.;Kriechender Arznei-Baldrian
Valeriana sambucifolia;J. C. Mikan ex Pohl;plant;Valeriana sambucifolia J. C. Mikan ex Pohl;Holunderblättriger Arznei-Baldrian
Valeriana saxatilis;L.;plant;Valeriana saxatilis L.;Felsen-Baldrian
Valeriana supina;Ard.;plant;Valeriana supina Ard.;Zwerg-Baldrian
Valeriana tripteris;L.;plant;Valeriana tripteris L.;Dreiblättriger Baldrian
Valeriana versifolia;Brügger;plant;Valeriana versifolia Brügger;Verschiedenblättriger Baldrian
Valeriana wallrothii;Kreyer;plant;Valeriana wallrothii Kreyer;Schmalblättriger Arznei-Baldrian
Valeriana;;plant;Valeriana sp.;Baldrian
Valerianella carinata;Loisel.;plant;Valerianella carinata Loisel.;Gekielter Feldsalat
Valerianella dentata;(L.) Pollich;plant;Valerianella dentata (L.) Pollich;Gezähnter Feldsalat
Valerianella eriocarpa;Desv.;plant;Valerianella eriocarpa Desv.;Wollfrüchtiger Feldsalat
Valerianella rimosa;Bastard;plant;Valerianella rimosa Bastard;Gefurchter Feldsalat
Valerianella locusta;(L.) Laterr.;plant;Valerianella locusta (L.) Laterr.;Feldsalat
Vallisneria spiralis;L.;plant;Vallisneria spiralis L.;Wasserschraube
Ventenata dubia;(Leers) Coss.;plant;Ventenata dubia (Leers) Coss.;Zweifelhafter Grannenhafer
Ventenata dubia;(Leers) Coss.;plant;Ventenata dubia (Leers) Coss.;Grannenhafer
Veratrum album;L.;plant;Veratrum album L.;Weißer Germer
Veratrum album;L.;plant;Veratrum album L.;Germer
Verbascum blattaria;L.;plant;Verbascum blattaria L.;Schaben-Königskerze
Verbascum densiflorum;Bertol.;plant;Verbascum densiflorum Bertol.;Großblütige Königskerze
Verbascum lychnitis;L.;plant;Verbascum lychnitis L.;Mehlige Königskerze
Verbascum nigrum;L.;plant;Verbascum nigrum L.;Schwarze Königskerze
Verbascum phlomoides;L.;plant;Verbascum phlomoides L.;Windblumen-Königskerze
Verbascum phoeniceum;L.;plant;Verbascum phoeniceum L.;Violette Königskerze
Verbascum pulverulentum;Vill.;plant;Verbascum pulverulentum Vill.;Flockige Königskerze
Verbascum thapsus;L.;plant;Verbascum thapsus L.;Kleinblütige Königskerze
Verbascum;;plant;Verbascum sp.;Königskerze
Verbena officinalis;L.;plant;Verbena officinalis L.;Eisenkraut
Veronica acinifolia;L.;plant;Veronica acinifolia L.;Steinquendel-Ehrenpreis
Veronica agrestis;L.;plant;Veronica agrestis L.;Acker-Ehrenpreis
Veronica alpina;L.;plant;Veronica alpina L.;Alpen-Ehrenpreis
Veronica anagallis-aquatica;L.;plant;Veronica anagallis-aquatica L.;Gauchheil-Ehrenpreis
Veronica anagalloides;Guss.;plant;Veronica anagalloides Guss.;Schlamm-Ehrenpreis
Veronica aphylla;L.;plant;Veronica aphylla L.;Blattloser Ehrenpreis
Veronica arvensis;L.;plant;Veronica arvensis L.;Feld-Ehrenpreis
Veronica austriaca;L.;plant;Veronica austriaca;Österreichischer Ehrenpreis
Veronica austriaca subsp. austriaca;L.;plant;Veronica austriaca subsp. austriaca L.;Österreichischer Ehrenpreis
Veronica austriaca subsp. jacquinii;(Baumg.) Eb. Fischer;plant;Veronica austriaca subsp. jacquinii (Baumg.) Eb. Fischer;Jacquins Ehrenpreis
Veronica beccabunga;L.;plant;Veronica beccabunga L.;Bachbungen-Ehrenpreis
Veronica bellidioides;L.;plant;Veronica bellidioides L.;Gänseblümchen-Ehrenpreis
Veronica catenata;Pennell;plant;Veronica catenata Pennell;Blasser Gauchheil-Ehrenpreis
Veronica chamaedrys;L. s. l.;plant;Veronica chamaedrys L. s. l.;Gamander-Ehrenpreis
Veronica chamaedrys subsp. chamaedrys;L.;plant;Veronica chamaedrys subsp. chamaedrys L.;Gewöhnlicher Gamander-Ehrenpreis
Veronica chamaedrys subsp. micans;M. A. Fisch.;plant;Veronica chamaedrys subsp. micans M. A. Fisch.;Hochgebirgs-Gamanderehrenpreis
Veronica chamaedrys subsp. vindobonensis;M. A. Fisch.;plant;Veronica chamaedrys subsp. vindobonensis M. A. Fisch.;Drüsiger Gamander-Ehrenpreis
Veronica dillenii;Crantz;plant;Veronica dillenii Crantz;Heide-Ehrenpreis
Veronica filiformis;Sm.;plant;Veronica filiformis Sm.;Faden-Ehrenpreis
Veronica fruticans;Jacq.;plant;Veronica fruticans Jacq.;Felsen-Ehrenpreis
Veronica fruticulosa;L.;plant;Veronica fruticulosa L.;Halbstrauch-Ehrenpreis
Veronica hederifolia;L. s. l.;plant;Veronica hederifolia L. s. l.;Efeu-Ehrenpreis
Veronica hederifolia subsp. hederifolia;L.;plant;Veronica hederifolia subsp. hederifolia L.;Gewöhnlicher Efeu-Ehrenpreis
Veronica hederifolia subsp. lucorum;(Klett & Richt.) Hartl;plant;Veronica hederifolia subsp. lucorum (Klett & Richt.) Hartl;Hain-Efeuehrenpreis
Veronica hederifolia subsp. triloba;(Opiz) Celak.;plant;Veronica hederifolia subsp. triloba (Opiz) Celak.;Dreilappiger Efeu-Ehrenpreis
Veronica montana;L.;plant;Veronica montana L.;Berg-Ehrenpreis
Veronica officinalis;L.;plant;Veronica officinalis L.;Wald-Ehrenpreis
Veronica opaca;Fr.;plant;Veronica opaca Fr.;Glanzloser Ehrenpreis
Veronica peregrina;L.;plant;Veronica peregrina L.;Fremder Ehrenpreis
Veronica persica;Poir.;plant;Veronica persica Poir.;Persischer Ehrenpreis
Veronica polita;Fr.;plant;Veronica polita Fr.;Glänzender Ehrenpreis
Veronica praecox;All.;plant;Veronica praecox All.;Früher Ehrenpreis
Veronica prostrata;L. s. l.;plant;Veronica prostrata L. s. l.;Niederliegender Ehrenpreis
Veronica prostrata subsp. prostrata;L.;plant;Veronica prostrata subsp. prostrata L.;Gewöhnlicher Niederliegender Ehrenpreis
Veronica prostrata subsp. scheereri;J.-P. Brandt;plant;Veronica prostrata subsp. scheereri J.-P. Brandt;Scheerers Ehrenpreis
Veronica scutellata;L.;plant;Veronica scutellata L.;Schild-Ehrenpreis
Veronica serpyllifolia;L.;plant;Veronica serpyllifolia L.;Thymian-Ehrenpreis
Veronica serpyllifolia var. humifusa;(Dicks.) Vahl;plant;Veronica serpyllifolia var. humifusa (Dicks.) Vahl;Niederliegender Thymian-Ehrenpreis
Veronica serpyllifolia var. serpyllifolia;L.;plant;Veronica serpyllifolia var. serpyllifolia L.;Gewöhnlicher Thymian-Ehrenpreis
Veronica teucrium;L.;plant;Veronica teucrium L.;Großer Ehrenpreis
Veronica triphyllos;L.;plant;Veronica triphyllos L.;Dreiteiliger Ehrenpreis
Veronica urticifolia;Jacq.;plant;Veronica urticifolia Jacq.;Nesselblättriger Ehrenpreis
Veronica verna;L.;plant;Veronica verna L.;Frühlings-Ehrenpreis
Veronica;;plant;Veronica sp.;Ehrenpreis
Viburnum lantana;L.;plant;Viburnum lantana L.;Wolliger Schneeball
Viburnum opulus;L.;plant;Viburnum opulus L.;Gewöhnlicher Schneeball
Viburnum;;plant;Viburnum sp.;Schneeball
Vicia angustifolia;L.;plant;Vicia angustifolia L.;Schmalblättrige Wicke
Vicia cassubica;L.;plant;Vicia cassubica L.;Kassuben-Wicke
Vicia cracca;L. s. str.;plant;Vicia cracca L. s. str.;Gewöhnliche Vogel-Wicke
Vicia dalmatica;Kern.;plant;Vicia dalmatica Kern.;Dalmatinische Vogel-Wicke
Vicia dumetorum;L.;plant;Vicia dumetorum L.;Hecken-Wicke
Vicia grandiflora;Scop.;plant;Vicia grandiflora Scop.;Großblütige Wicke
Vicia hirsuta;(L.) Gray;plant;Vicia hirsuta (L.) Gray;Behaarte Wicke
Vicia johannis;Tamamsch.;plant;Vicia johannis Tamamsch.;Maus-Wicke
Vicia lathyroides;L.;plant;Vicia lathyroides L.;Platterbsen-Wicke
Vicia lutea;L.;plant;Vicia lutea L.;Gelbe Wicke
Vicia oroboides;Wulfen;plant;Vicia oroboides Wulfen;Walderbsen-Wicke
Vicia orobus;DC.;plant;Vicia orobus DC.;Heide-Wicke
Vicia pannonica;Crantz;plant;Vicia pannonica Crantz;Ungarische Wicke
Vicia pannonica subsp. pannonica;Crantz;plant;Vicia pannonica subsp. pannonica Crantz;Gewöhnliche Ungarische Wicke
Vicia pannonica subsp. striata;(M. Bieb.) Nyman;plant;Vicia pannonica subsp. striata (M. Bieb.) Nyman;Gestreifte Ungarische Wicke
Vicia pisiformis;L.;plant;Vicia pisiformis L.;Erbsen-Wicke
Vicia sativa;L. s. str.;plant;Vicia sativa L. s. str.;Breitblättrige Wicke
Vicia sativa;L. s. lat.;plant;Vicia sativa L. s. lat.;Saat-Wicke
Vicia sativa;L. s. lat.;plant;Vicia sativa L. s. lat.;Saatwicke
Vicia sepium;L.;plant;Vicia sepium L.;Zaun-Wicke
Vicia sepium;L.;plant;Vicia sepium L.;Zaunwicke
Vicia sylvatica;L.;plant;Vicia sylvatica L.;Wald-Wicke
Vicia tenuifolia;Roth s. str.;plant;Vicia tenuifolia Roth s. str.;Feinblättrige Vogel-Wicke
Vicia tetrasperma;(L.) Schreb.;plant;Vicia tetrasperma (L.) Schreb.;Viersamige Wicke
Vicia villosa;Roth s. l.;plant;Vicia villosa Roth s. l.;Zottige Wicke
Vicia villosa subsp. varia;(Host) Corb.;plant;Vicia villosa subsp. varia (Host) Corb.;Bunte Wicke
Vicia villosa subsp. villosa;Roth;plant;Vicia villosa subsp. villosa Roth;Gewöhnliche Zottige Wicke
Vicia;;plant;Vicia sp.;Wicke
Vinca minor;L.;plant;Vinca minor L.;Kleines Immergrün
Vinca;;plant;Vinca sp.;Immergrün
Vincetoxicum hirundinaria;Medik.;plant;Vincetoxicum hirundinaria Medik.;Schwalbenwurz
Viola alba;Besser;plant;Viola alba Besser;Weißes Veilchen
Viola arvensis;Murray;plant;Viola arvensis Murray;Acker-Stiefmütterchen
Viola biflora;L.;plant;Viola biflora L.;Zweiblütiges Veilchen
Viola calaminaria;(Ging.) Lej. s. str.;plant;Viola calaminaria (Ging.) Lej. s. str.;Gelbes Galmei-Stiefmütterchen
Viola calcarata;L.;plant;Viola calcarata L.;Gesporntes Stiefmütterchen
Viola canina;L. s. l.;plant;Viola canina L. s. l.;Hunds-Veilchen
Viola canina;L. s. l.;plant;Viola canina L. s. l.;Hundsveilchen
Viola canina subsp. canina;L.;plant;Viola canina subsp. canina L.;Gewöhnliches Hunds-Veilchen
Viola canina subsp. montana;(L.) Hartm.;plant;Viola canina subsp. montana (L.) Hartm.;Berg-Veilchen
Viola canina subsp. schultzii;(Billot) Kirschl.;plant;Viola canina subsp. schultzii (Billot) Kirschl.;Schultz' Hunds-Veilchen
Viola collina;Besser;plant;Viola collina Besser;Hügel-Veilchen
Viola elatior;Fr.;plant;Viola elatior Fr.;Hohes Veilchen
Viola epipsila;Ledeb.;plant;Viola epipsila Ledeb.;Torf-Veilchen
Viola guestphalica;Nauenb.;plant;Viola guestphalica Nauenb.;Violettes Galmei-Stiefmütterchen
Viola hirta;L.;plant;Viola hirta L.;Rauhaariges Veilchen
Viola lutea;Huds.;plant;Viola lutea Huds.;Vogesen-Stiefmütterchen
Viola mirabilis;L.;plant;Viola mirabilis L.;Wunder-Veilchen
Viola odorata;L.;plant;Viola odorata L.;Wohlriechendes Veilchen
Viola palustris;L.;plant;Viola palustris L.;Sumpf-Veilchen
Viola persicifolia;Schreb.;plant;Viola persicifolia Schreb.;Gräben-Veilchen
Viola pumila;Chaix;plant;Viola pumila Chaix;Niedriges Veilchen
Viola pyrenaica;Ramond ex DC.;plant;Viola pyrenaica Ramond ex DC.;Pyrenäen-Veilchen
Viola reichenbachiana;Boreau;plant;Viola reichenbachiana Boreau;Wald-Veilchen
Viola reichenbachiana;Boreau;plant;Viola reichenbachiana Boreau;Waldveilchen
Viola riviniana;Rchb.;plant;Viola riviniana Rchb.;Hain-Veilchen
Viola riviniana;Rchb.;plant;Viola riviniana Rchb.;Hainveilchen
Viola rupestris;F. W. Schmidt;plant;Viola rupestris F. W. Schmidt;Sand-Veilchen
Viola suavis;M. Bieb.;plant;Viola suavis M. Bieb.;Blaues Veilchen
Viola tricolor;L.;plant;Viola tricolor L.;Wildes Stiefmütterchen
Viola tricolor subsp. saxatilis;(F. W. Schmidt) Arcang.;plant;Viola tricolor subsp. saxatilis (F. W. Schmidt) Arcang.;Felsen-Stiefmütterchen
Viola tricolor var. maritima;Schweigg. ex K. G. Hagen;plant;Viola tricolor var. maritima Schweigg. ex K. G. Hagen;Dünen-Stiefmütterchen
Viola tricolor var. tricolor;L.;plant;Viola tricolor var. tricolor L.;Gewöhnliches Wildes Stiefmütterchen
Viola uliginosa;Besser;plant;Viola uliginosa Besser;Moor-Veilchen
Viola uliginosa;Besser;plant;Viola uliginosa Besser;Moorveilchen
Viola;;plant;Viola sp.;Veilchen
Viscum album;L. s. l.;plant;Viscum album L. s. l.;Mistel
Viscum album subsp. abietis;(Wiesb.) Janch.;plant;Viscum album subsp. abietis (Wiesb.) Janch.;Tannen-Mistel
Viscum album subsp. album;L.;plant;Viscum album subsp. album L.;Laubholz-Mistel
Viscum album subsp. austriacum;(Wiesb.) Vollm.;plant;Viscum album subsp. austriacum (Wiesb.) Vollm.;Kiefern-Mistel
Vitis vinifera;L. s. l.;plant;Vitis vinifera L. s. l.;Weinrebe
Vitis vinifera subsp. sylvestris;(C. C. Gmel.) Hegi;plant;Vitis vinifera subsp. sylvestris (C. C. Gmel.) Hegi;Wilde Weinrebe
Vitis vinifera subsp. vinifera;L.;plant;Vitis vinifera subsp. vinifera L.;Kultur-Weinrebe
Vitis vinifera;L. s. l.;plant;Vitis vinifera L. s. l.;Wein
Vulpia bromoides;(L.) Gray;plant;Vulpia bromoides (L.) Gray;Trespen-Federschwingel
Vulpia myuros;(L.) C. C. Gmel.;plant;Vulpia myuros (L.) C. C. Gmel.;Mäuseschwanz-Federschwingel
Vulpia;;plant;Vulpia sp.;Federschwingel
Wahlenbergia hederacea;(L.) Rchb.;plant;Wahlenbergia hederacea (L.) Rchb.;Efeu-Moorglöckchen
Wahlenbergia hederacea;(L.) Rchb.;plant;Wahlenbergia hederacea (L.) Rchb.;Moorglöckchen
Willemetia stipitata;(Jacq.) Dalla Torre;plant;Willemetia stipitata (Jacq.) Dalla Torre;Kronenlattich
Wolffia arrhiza;(L.) Horkel ex Wimm.;plant;Wolffia arrhiza (L.) Horkel ex Wimm.;Wurzellose Zwergwasserlinse
Wolffia arrhiza;(L.) Horkel ex Wimm.;plant;Wolffia arrhiza (L.) Horkel ex Wimm.;Zwergwasserlinse
Woodsia alpina;(Bolton) Gray;plant;Woodsia alpina (Bolton) Gray;Alpen-Wimperfarn
Woodsia ilvensis;(L.) R. Br.;plant;Woodsia ilvensis (L.) R. Br.;Südlicher Wimperfarn
Woodsia pulchella;Bertol.;plant;Woodsia pulchella Bertol.;Zierlicher Wimperfarn
Woodsia;;plant;Woodsia sp.;Wimperfarn
Xanthium albinum;(Widder) H. Scholz s. l.;plant;Xanthium albinum (Widder) H. Scholz s. l.;Ufer-Spitzklette
Xanthium saccharatum;Wallr.;plant;Xanthium saccharatum Wallr.;Zucker-Spitzklette
Xanthium strumarium;L. s. str.;plant;Xanthium strumarium L. s. str.;Gewöhnliche Spitzklette
Xanthium strumarium;L. s. str.;plant;Xanthium strumarium L. s. str.;Gemeine Spitzklette
Xanthium;;plant;Xanthium sp.;Spitzklette
Zannichellia palustris;L.;plant;Zannichellia palustris L.;Teichfaden
Zostera marina;L.;plant;Zostera marina L.;Gewöhnliches Seegras
Zostera noltii;Hornem.;plant;Zostera noltii Hornem.;Zwerg-Seegras
Zostera;;plant;Zostera sp.;Seegras
Acaulon muticum;;moss;Acaulon muticum (Hedw.) Müll.Hal.
Acaulon muticum;;moss;Acaulon muticum (Hedw.) Müll.Hal. var. muticum
Aloina aloides;;moss;Aloina aloides (Schultz) Kindb.
Aloina ambigua;;moss;Aloina ambigua (Bruch & Schimp.) Limpr.
Aloina brevirostris;;moss;Aloina brevirostris (Hook. & Grev.) Kindb.
Aloina rigida;;moss;Aloina rigida (Hedw.) Limpr. ;Aloemoos
Amblyodon dealbatus;;moss;Amblyodon dealbatus (Hedw.) Bruch & Schimp. ;Stumpfzahnmoos
Amblystegium confervoides;;moss;Amblystegium confervoides (Brid.) Schimp.
Amblystegium fluviatile;;moss;Amblystegium fluviatile (Hedw.) Schimp.
